"(6901126760053929802,)",0,1,0,24,0,144
"(3627697585993910104,)",0,1,0,24,0,144
"(4572534727029866113,)",0,1,0,24,0,144
"(731968556305490274,)",0,1,0,24,0,144
"(7799427948315267498,)",0,1,0,24,0,144
"(6358850518527971767,)",0,1,0,24,0,144
"(2252311616296972219,)",0,1,0,24,0,144
"(191331733720214713,)",0,1,0,24,0,144
"(1192951921915455127,)",0,1,0,24,0,144
"(8722530629876555495,)",0,1,0,24,0,144
"(8085741570232635350,)",0,1,0,24,0,144
"(8549361458818026633,)",0,1,0,24,0,144
"(6278766107458876461,)",0,1,0,24,0,144
"(6031267761590356232,)",0,1,0,24,0,144
"(1738942186324521371,)",0,1,0,24,0,144
"(6270949457738422739,)",0,1,0,24,0,144
"(5819319286020376093,)",0,1,0,24,0,144
"(5642497509732673610,)",0,1,0,24,0,144
"(3747618927115039264,)",0,1,0,24,0,144
"(3248296789483413769,)",0,1,0,24,0,144
"(4047403721236143104,)",0,1,0,24,0,144
"(4248854976462323200,)",0,1,0,24,0,144
"(7424505374009570477,)",0,1,0,24,0,144
"(5014360692528129219,)",0,1,0,24,0,144
"(7782672185065414519,)",0,1,0,24,0,144
"(5789400892189485648,)",0,1,0,24,0,144
"(4749681339281475863,)",0,1,0,24,0,144
"(5895262759392115974,)",0,1,0,24,0,144
"(7062408332581606161,)",0,1,0,24,0,144
"(4461353840131243850,)",0,1,0,24,0,144
"(1829038066844761838,)",0,1,0,24,0,144
"(5812126343451879206,)",0,1,0,24,0,144
"(4045915898999171400,)",0,1,0,24,0,144
"(26346307409368308,)",0,1,0,24,0,144
"(6603168413379009589,)",0,1,0,24,0,144
"(8736571289905995723,)",0,1,0,24,0,144
"(8912355661513070122,)",0,1,0,24,0,144
"(9059665149056396283,)",0,1,0,24,0,144
